ExceptionID,ProblemType,Severity,CustomerID,ProductID,RelatedDocument,EventDate,AmountExposure,Reason,RecommendedAction,OwnerRole
EX-ATP-SO000111,ATP / Availability Issue,High,C0012,P0033,SO000111,2026-03-08,47947.08,ATP status Shortage for requested date 2026-03-31,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000090,Late Or Short Delivery,High,C0012,P0033,DLV000090,2026-03-31,47947.08,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000099,ATP / Availability Issue,Medium,C0012,P0017,SO000099,2025-07-21,46797.6,ATP status Manual Review for requested date 2025-08-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000082,Late Or Short Delivery,High,C0012,P0017,DLV000082,2025-08-21,46797.6,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000160,ATP / Availability Issue,Medium,C0018,P0033,SO000160,2025-05-26,46325.34,ATP status Partial for requested date 2025-07-01,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000131,Late Or Short Delivery,High,C0018,P0033,DLV000131,2025-07-10,46325.34,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000138,ATP / Availability Issue,High,C0045,P0013,SO000138,2025-03-18,45645.6,ATP status Shortage for requested date 2025-04-13,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000113,Late Or Short Delivery,High,C0045,P0013,DLV000113,2025-03-30,45645.6,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000086,ATP / Availability Issue,Medium,C0028,P0017,SO000086,2026-03-14,45241.28,ATP status Partial for requested date 2026-04-12,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000072,Late Or Short Delivery,High,C0028,P0017,DLV000072,2026-03-25,45241.28,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000232,ATP / Availability Issue,Medium,C0059,P0034,SO000232,2025-06-26,44526.6,ATP status Manual Review for requested date 2025-07-15,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000194,Late Or Short Delivery,High,C0059,P0034,DLV000194,2025-07-08,44526.6,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000101,Open AR / Cash Risk,Medium,C0028,,INV000101,2026-04-20,43820.42,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000006,Open AR / Cash Risk,Medium,C0055,,INV000006,2026-06-01,43628.73,Open amount with dunning level 2; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000090,ATP / Availability Issue,Medium,C0009,P0019,SO000090,2025-07-22,43505.04,ATP status Partial for requested date 2025-09-02,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000046,ATP / Availability Issue,Medium,C0028,P0009,SO000046,2025-08-23,42688.62,ATP status Partial for requested date 2025-10-02,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000039,Late Or Short Delivery,High,C0028,P0009,DLV000039,2025-11-03,42688.62,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000055,Open AR / Cash Risk,Medium,C0042,,INV000055,2025-12-18,42502.83,Open amount with dunning level 3; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000012,ATP / Availability Issue,Medium,C0010,P0016,SO000012,2025-05-03,42427.68,ATP status Partial for requested date 2025-06-08,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000012,Late Or Short Delivery,High,C0010,P0016,DLV000012,2025-07-12,42427.68,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000106,ATP / Availability Issue,Medium,C0031,P0001,SO000106,2025-02-18,42415.62,ATP status Manual Review for requested date 2025-03-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000088,Late Or Short Delivery,High,C0031,P0001,DLV000088,2025-04-04,42415.62,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000075,ATP / Availability Issue,High,C0032,P0001,SO000075,2026-01-16,42309.9,ATP status Shortage for requested date 2026-02-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000063,Late Or Short Delivery,High,C0032,P0001,DLV000063,2026-03-07,42309.9,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000023,Billing Block,High,C0050,,INV000023,2025-07-05,41496.56,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000224,ATP / Availability Issue,Medium,C0045,P0005,SO000224,2025-06-24,41094.54,ATP status Partial for requested date 2025-07-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000187,Late Or Short Delivery,High,C0045,P0005,DLV000187,2025-07-21,41094.54,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000030,ATP / Availability Issue,Medium,C0057,P0030,SO000030,2025-03-01,40201.26,ATP status Manual Review for requested date 2025-04-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000025,ATP / Availability Issue,Medium,C0004,P0017,SO000025,2025-07-09,38836.0,ATP status Manual Review for requested date 2025-08-11,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000021,Late Or Short Delivery,High,C0004,P0017,DLV000021,2025-08-18,38836.0,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000048,ATP / Availability Issue,High,C0018,P0029,SO000048,2025-02-15,38379.6,ATP status Shortage for requested date 2025-03-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000040,Late Or Short Delivery,High,C0018,P0029,DLV000040,2025-02-27,38379.6,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000102,ATP / Availability Issue,High,C0046,P0017,SO000102,2025-04-22,38078.1,ATP status Shortage for requested date 2025-05-11,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000084,Late Or Short Delivery,High,C0046,P0017,DLV000084,2025-05-28,38078.1,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000012,Open AR / Cash Risk,Medium,C0010,,INV000012,2025-08-11,36720.91,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000074,ATP / Availability Issue,Medium,C0013,P0013,SO000074,2025-07-16,36360.75,ATP status Manual Review for requested date 2025-08-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000062,Late Or Short Delivery,High,C0013,P0013,DLV000062,2025-08-02,36360.75,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000206,ATP / Availability Issue,Medium,C0005,P0017,SO000206,2025-12-30,36210.9,ATP status Partial for requested date 2026-02-04,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000172,Late Or Short Delivery,High,C0005,P0017,DLV000172,2026-02-23,36210.9,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000189,ATP / Availability Issue,High,C0048,P0029,SO000189,2025-10-08,35559.45,ATP status Shortage for requested date 2025-10-17,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000157,Late Or Short Delivery,High,C0048,P0029,DLV000157,2025-12-01,35559.45,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000056,Billing Block,High,C0050,,INV000056,2025-09-13,35079.1,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000036,ATP / Availability Issue,Medium,C0055,P0026,SO000036,2025-08-17,33366.9,ATP status Partial for requested date 2025-08-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000030,Late Or Short Delivery,High,C0055,P0026,DLV000030,2025-09-10,33366.9,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000097,Late Or Short Delivery,High,C0005,P0019,DLV000097,2026-06-01,33161.7,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000150,Late Or Short Delivery,High,C0039,P0033,DLV000150,2025-04-10,32853.29,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000032,ATP / Availability Issue,High,C0012,P0023,SO000032,2025-04-14,31913.25,ATP status Shortage for requested date 2025-05-14,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000026,Late Or Short Delivery,High,C0012,P0023,DLV000026,2025-06-21,31913.25,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000002,ATP / Availability Issue,Medium,C0005,P0033,SO000002,2025-09-25,31888.6,ATP status Partial for requested date 2025-10-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000002,Late Or Short Delivery,High,C0005,P0033,DLV000002,2025-11-18,31888.6,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000041,ATP / Availability Issue,Medium,C0019,P0015,SO000041,2025-03-15,31638.6,ATP status Partial for requested date 2025-05-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000148,ATP / Availability Issue,Medium,C0046,P0017,SO000148,2026-02-03,31338.4,ATP status Manual Review for requested date 2026-03-14,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000121,Late Or Short Delivery,High,C0046,P0017,DLV000121,2026-03-09,31338.4,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000021,Open AR / Cash Risk,Medium,C0004,,INV000021,2025-10-02,30364.5,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000239,ATP / Availability Issue,High,C0058,P0025,SO000239,2025-05-23,30163.86,ATP status Shortage for requested date 2025-06-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000198,Late Or Short Delivery,High,C0058,P0025,DLV000198,2025-07-31,30163.86,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000092,ATP / Availability Issue,Medium,C0012,P0011,SO000092,2025-07-29,30098.88,ATP status Partial for requested date 2025-08-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000077,Late Or Short Delivery,High,C0012,P0011,DLV000077,2025-09-04,30098.88,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000200,ATP / Availability Issue,Medium,C0051,P0035,SO000200,2025-11-13,30057.62,ATP status Manual Review for requested date 2025-12-12,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000166,Late Or Short Delivery,High,C0051,P0035,DLV000166,2025-12-27,30057.62,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000072,Open AR / Cash Risk,Medium,C0028,,INV000072,2026-05-10,29360.94,Open amount with dunning level 2; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000248,ATP / Availability Issue,Medium,C0040,P0014,SO000248,2025-07-03,28157.56,ATP status Manual Review for requested date 2025-08-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000207,Late Or Short Delivery,High,C0040,P0014,DLV000207,2025-08-02,28157.56,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000030,Open AR / Cash Risk,Medium,C0055,,INV000030,2025-10-10,27080.19,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-OTIF-DLV000154,Late Or Short Delivery,High,C0019,P0001,DLV000154,2025-10-18,26651.79,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000142,ATP / Availability Issue,Medium,C0025,P0030,SO000142,2025-10-20,26496.1,ATP status Manual Review for requested date 2025-11-13,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000117,Late Or Short Delivery,High,C0025,P0030,DLV000117,2025-11-12,26496.1,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000038,ATP / Availability Issue,Medium,C0011,P0001,SO000038,2025-10-09,26272.44,ATP status Partial for requested date 2025-11-08,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000032,Late Or Short Delivery,High,C0011,P0001,DLV000032,2025-11-08,26272.44,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000117,ATP / Availability Issue,High,C0019,P0013,SO000117,2026-03-04,25887.69,ATP status Shortage for requested date 2026-04-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000096,Late Or Short Delivery,High,C0019,P0013,DLV000096,2026-04-19,25887.69,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000172,ATP / Availability Issue,Medium,C0036,P0014,SO000172,2025-06-19,25671.0,ATP status Manual Review for requested date 2025-08-12,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000142,Late Or Short Delivery,High,C0036,P0014,DLV000142,2025-09-01,25671.0,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000089,Late Or Short Delivery,High,C0053,P0014,DLV000089,2025-11-08,24068.82,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000156,ATP / Availability Issue,Medium,C0019,P0014,SO000156,2025-04-18,23579.36,ATP status Manual Review for requested date 2025-05-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000128,Late Or Short Delivery,High,C0019,P0014,DLV000128,2025-06-18,23579.36,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000015,ATP / Availability Issue,Medium,C0002,P0017,SO000015,2025-08-10,23128.32,ATP status Partial for requested date 2025-09-13,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000015,Late Or Short Delivery,High,C0002,P0017,DLV000015,2025-10-04,23128.32,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000147,ATP / Availability Issue,Medium,C0018,P0023,SO000147,2026-03-17,22762.87,ATP status Manual Review for requested date 2026-03-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000058,Late Or Short Delivery,High,C0052,P0031,DLV000058,2025-09-09,22308.96,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000058,Billing Block,High,C0052,,INV000058,2025-09-09,22308.96,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000115,ATP / Availability Issue,Medium,C0040,P0022,SO000115,2025-03-13,21901.2,ATP status Partial for requested date 2025-05-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000094,Late Or Short Delivery,High,C0040,P0022,DLV000094,2025-05-31,21901.2,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000045,ATP / Availability Issue,Medium,C0045,P0029,SO000045,2025-02-27,20896.85,ATP status Manual Review for requested date 2025-04-01,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000038,Late Or Short Delivery,High,C0045,P0029,DLV000038,2025-03-13,20896.85,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000256,ATP / Availability Issue,High,C0010,P0001,SO000256,2026-01-14,20648.25,ATP status Shortage for requested date 2026-03-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000215,Late Or Short Delivery,High,C0010,P0001,DLV000215,2026-03-12,20648.25,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000192,ATP / Availability Issue,High,C0023,P0025,SO000192,2025-03-20,20383.8,ATP status Shortage for requested date 2025-04-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000160,Late Or Short Delivery,High,C0023,P0025,DLV000160,2025-04-11,20383.8,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000007,Open AR / Cash Risk,Medium,C0034,,INV000007,2026-05-09,20249.65,Open amount with dunning level 2; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000166,ATP / Availability Issue,Medium,C0002,P0009,SO000166,2025-08-22,19934.88,ATP status Partial for requested date 2025-09-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000136,Late Or Short Delivery,High,C0002,P0009,DLV000136,2025-10-29,19934.88,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000096,Open AR / Cash Risk,Medium,C0019,,INV000096,2026-06-06,19713.52,Open amount with dunning level 3; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000155,ATP / Availability Issue,Medium,C0023,P0017,SO000155,2025-12-20,19018.88,ATP status Manual Review for requested date 2026-01-22,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000127,Late Or Short Delivery,High,C0023,P0017,DLV000127,2026-03-04,19018.88,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000196,Late Or Short Delivery,High,C0046,P0014,DLV000196,2025-06-07,18962.5,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000063,Open AR / Cash Risk,High,C0032,,INV000063,2026-04-05,18686.45,Open amount with dunning level 2; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000031,Open AR / Cash Risk,Medium,C0005,,INV000031,2026-02-15,17913.1,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000038,Open AR / Cash Risk,High,C0045,,INV000038,2025-04-30,17677.91,Open amount with dunning level 3; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000157,Open AR / Cash Risk,Medium,C0048,,INV000157,2026-01-31,17442.84,Open amount with dunning level 3; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000047,ATP / Availability Issue,High,C0042,P0010,SO000047,2025-09-07,16443.98,ATP status Shortage for requested date 2025-09-21,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000112,Late Or Short Delivery,High,C0018,P0032,DLV000112,2025-11-23,15996.6,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000159,ATP / Availability Issue,Medium,C0014,P0019,SO000159,2025-10-16,14548.56,ATP status Partial for requested date 2025-12-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-BILL-INV000130,Billing Block,High,C0014,,INV000130,2025-11-11,14548.56,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000229,ATP / Availability Issue,Medium,C0006,P0009,SO000229,2025-05-04,14365.17,ATP status Partial for requested date 2025-05-17,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000191,Late Or Short Delivery,High,C0006,P0009,DLV000191,2025-07-06,14365.17,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000060,ATP / Availability Issue,Medium,C0028,P0035,SO000060,2025-08-16,13799.41,ATP status Manual Review for requested date 2025-10-02,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000049,Late Or Short Delivery,High,C0028,P0035,DLV000049,2025-09-10,13799.41,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-CHURN-C0021,Customer Churn Risk,Medium,C0021,,C0021,2025-09-11,13637.28,Risk score 47; 234 days since last order; late/short=1; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-ATP-SO000096,ATP / Availability Issue,High,C0021,P0025,SO000096,2025-09-11,13637.28,ATP status Shortage for requested date 2025-11-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000243,ATP / Availability Issue,Medium,C0058,P0030,SO000243,2026-03-27,13510.02,ATP status Manual Review for requested date 2026-04-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000202,Late Or Short Delivery,High,C0058,P0030,DLV000202,2026-04-28,13510.02,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000198,Open AR / Cash Risk,High,C0058,,INV000198,2025-09-01,12727.12,Open amount with dunning level 0; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000151,ATP / Availability Issue,Medium,C0010,P0005,SO000151,2025-02-25,10805.7,ATP status Manual Review for requested date 2025-04-17,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000123,Late Or Short Delivery,High,C0010,P0005,DLV000123,2025-04-17,10805.7,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000081,Open AR / Cash Risk,Medium,C0046,,INV000081,2025-06-03,10711.42,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000166,Open AR / Cash Risk,Medium,C0051,,INV000166,2026-01-26,9785.78,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000050,ATP / Availability Issue,Medium,C0042,P0023,SO000050,2026-02-12,9645.3,ATP status Manual Review for requested date 2026-02-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000042,Late Or Short Delivery,High,C0042,P0023,DLV000042,2026-04-16,9645.3,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000087,ATP / Availability Issue,Medium,C0006,P0029,SO000087,2025-08-05,9606.84,ATP status Partial for requested date 2025-09-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000073,Late Or Short Delivery,High,C0006,P0029,DLV000073,2025-10-16,9606.84,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000079,ATP / Availability Issue,Medium,C0046,P0035,SO000079,2025-04-22,7931.6,ATP status Partial for requested date 2025-05-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000067,Late Or Short Delivery,High,C0046,P0035,DLV000067,2025-05-20,7931.6,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000199,ATP / Availability Issue,Medium,C0039,P0024,SO000199,2025-10-18,7917.9,ATP status Partial for requested date 2025-11-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000165,Late Or Short Delivery,High,C0039,P0024,DLV000165,2025-11-30,7917.9,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
